"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"ECUADOR"	"GALAPAGOS ISLANDS"	"BALTRA ISLAND"	-0.433	-90.283	1402.873	27	7	9	2	32	27	7	20	0.36		2														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2315	-88.7495	122.096									4.8	46	4														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2183	-88.6716	119.729									6.3	82	4														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2186	-88.6716	119.762									5.8	121.6	4														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.1953	-88.5622	116.895									3.7	83.9	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2349	-88.76	122.635									1.9	119.1	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2274	-88.7252	121.3									3	164.7	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"ECUADOR"	"SANTA ELENA"	"LA LIBERTAD"	-2.2177	-80.9064	1800.84	27	8	18	3	41	27	11	27	0.18		2														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.195	-88.5623	116.862									5.6	45.9	4														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2305	-88.7458	121.93									4.8	92.1	4														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"NICARAGUA"		"PENINSULA SAN JUAN DEL GOZO"	12.672	-87.387	143.485											4														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.231	-88.7447	121.969									3.5	139.9	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"CHILE"	"VALPARAISO"	"SAN ANTONIO"	-33.581625	-71.618188	5370.428	27	12	57	8	20	27	14	29	0.02		2														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2101	-88.627	118.562									4.5	96.4	4														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2315	-88.7495	122.096									4.9	46	4														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2325	-88.7493	122.203									2.1	153.5	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2234	-88.6997	120.555									3.2	170.4	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"NEW ZEALAND"		"LOTTIN POINT"	-37.5503	178.159	11108.912	27	20	36	15	59	27	22	33	0.06		2														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.1907	-88.5433	116.458									5.3	45.8	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2107	-88.6268	118.627									1.7	155.5	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2325	-88.7494	122.204									2.3	150.6	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2274	-88.7253	121.301									2.7	165.7	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"MEXICO"		"D43413 BPR, 360 NM SW ACAPULCO"	11.065	-99.8567	1234.374	27	6	13	1	36				0.01		3	10													
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"	"SONSONATE"	"ACAJUTLA"	13.5739	-89.8383	208.705	27	5	29		52	27	6	26	0.1		2	8													
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"NICARAGUA"		"PENINSULA SAN JUAN DEL GOZO"	12.833	-87.583	133.704									0.5	106	10														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2198	-88.672	119.898									3.2	242.9	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"ECUADOR"	"GALAPAGOS ISLANDS"	"SANTA CRUZ ISLAND"	-0.7533	-90.3117	1438.402	27	7	24	2	47	27	7	41	0.2		2														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"	"LA UNION"	"LA UNION"	13.333	-87.817	156.507	27	6	25	1	48				0.03		2	8													
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2319	-88.7494	122.139									2.7	85.1	4														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2206	-88.6713	119.98									2.2	340.9	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2348	-88.76	122.624									2.1	115.6	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2226	-88.6941	120.408									2.1	204.2	5														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.2339	-88.7593	122.514									4.1	37.2	4														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"NICARAGUA"		"PENINSULA SAN JUAN DEL GOZO"	12.657	-87.376	143.911									0.5	120	10														
	2012	8	27	4	37	19.4	4	1	5462	7.3			"n"	"EL SALVADOR"		"PENINSULA SAN JUAN DEL GOZO"	13.231	-88.7453	121.978									3.5	141.2	5														
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"PHILIPPINES"		"D52404 BPR, 760 NM NE OF MANILA"	20.949	132.314	1275.501	31	14	14	1	26				0.01		3	9													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"MICRONESIA, FED. STATES OF"		"YAP ISLAND, CAROLINE ISLANDS"	9.517	138.133	1267.678	31	14	26	1	38				0.02		2	7													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"JAPAN"	"BONIN IS, TOKYO"	"CHICHIJIMA ISLAND"	27.0939	142.1947	2430.477	31	15	45	2	57				0.12		2	14													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"PHILIPPINES"		"LEGASPI"	13.15	123.75	407.264	31	13	34	0	46				0.03		2	15													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"JAPAN"	"OKINAWA"	"ISHIGAKIKO"	24.333	124.167	1519.29	31	14	45	1	57				0.05		2	13													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"USA TERRITORY"	"MP"	"SAIPAN, NORTHERN MARIANA ISLANDS"	15.2266	145.742	2128.077	31	15	43	2	55				0.03		2	12													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"USA TERRITORY"	"UM"	"WAKE ISLAND"	19.29	166.6183	4389.355	31	18	41	5	53				0.04		2	11													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"JAPAN"	"KOCHI"	"TOSA-SHIMIZU"	32.7792	132.9589	2517.429	31	16	7	3	19				0.09		2	12													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"MICRONESIA, FED. STATES OF"		"D52403 BPR, 430 NM SW OF TRUK"	4.052	146.592	2324.667	31	15	46	2	58				0		3	10													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"PHILIPPINES"		"DAVAO"	7.1537	125.6629	418.469	31	13	51	1	3				0.09		2	30													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"USA TERRITORY"	"HI"	"MIDWAY ISLANDS"	28.215	-177.361	6128.37	31	21	0	8	13				0.04		2	12													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"JAPAN"	"WAKAYAMA"	"KUSHIMOTO"	33.467	135.783	2677.182	31	16	24	3	36				0.15		2	15													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"JAPAN"	"SHIZUOKA"	"OMAEZAKI"	34.6083	138.2222	2886.312	31	17	6	4	18				0.11		2	14													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"PALAU"		"MALAKAL ISLAND, CAROLINE ISLANDS"	7.333	134.463	942.196	31	14	10	1	22				0.02		2	13													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"JAPAN"	"CHIBA"	"MERA"	34.9189	139.825	2986.234	31	17	17	4	29				0.13		2	12													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"JAPAN"	"OKINAWA"	"NAHA"	26.217	127.667	1708.746	31	15	4	2	16				0.06		2	30													
	2012	8	31	12	47	33.3	4	1	5463	7.6			"n"	"USA TERRITORY"	"GU"	"D52405 BPR, GUAM"	12.881	132.333	661.405	31	13	31	0	43				0.03		3	7													
	2012	9	5	14	42	7.8	4	1	5464	7.6			"n"	"ECUADOR"	"GALAPAGOS ISLANDS"	"SANTA CRUZ ISLAND"	-0.7533	-90.3117	1320.21	5	16	30	1	48	5	18	28	0.16		2														
	2012	9	5	14	42	7.8	4	1	5464	7.6			"n"	"ECUADOR"	"GALAPAGOS ISLANDS"	"BALTRA ISLAND"	-0.433	-90.283	1286.745	5	16	46	2	4	5	18	57	0.06		2														
	2012	9	5	14	42	7.8	4	1	5464	7.6			"n"	"MEXICO"		"D43413 BPR, 360 NM SW ACAPULCO"	11.065	-99.8567	1594.982				2							3														
	2012	9	5	14	42	7.8	4	1	5464	7.6			"n"	"COSTA RICA"		"COYOTE"	9.79	-85.27	33											1														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"AK"	"D46410 BPR, SE OF ANCHORAGE, AK"	57.499	-144.001	920.392											3														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"CANADA"	"BC"	"SEAL INLET"	53.53651	-132.73318	93.417									3.62	32	5														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.7303	-155.0553	4168.69	28	8	37	5	33	28	10	11	0.29		2	16	"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"HI"	"MAKAPUU POINT, OAHU, HI"	21.3199	-157.6688	4120.541	28	8	29	5	25	28	8	49	0.41		2														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"CA"	"CRESCENT CITY, CA"	41.7456	-124.184	1364.087	28	5	44	2	40	28	7	48	0.44		2		"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"JAPAN"	"MIYAZAKI"	"ABURATSU"	31.583	131.417	7685.586	28	15	4	12		28	20	43	0.1		2	24													
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"JAPAN"	"CHIBA"	"MERA"	34.9189	139.825	6888.38	28	13	33	10	29	28	14	19	0.11		2	10													
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"FRENCH POLYNESIA"	"MARQUESAS ISLANDS"	"HIVA OA ISLAND, MARQUESAS ISLANDS"	-9.8049	-139.0347	6966.758	28	12	40	9	36	28	13	32	0.24		2	10													
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"FRENCH POLYNESIA"		"HUAHINE"	-16.72216	-151.0324	7913.85	28	13	24	10	20	28	16	24	0.07		2	4	"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"SOLOMON ISLANDS"		"LATA WHARF, NENDO IS, SANTA CRUZ IS"	-10.7208	165.8019	9164.282	28	14	48	11	44	28	15	17	0.04		2	28													
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA TERRITORY"	"HI"	"MIDWAY ISLANDS"	28.215	-177.361	4594.026	28	9	14	6	10	28	9	27	0.09		2	10	"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"AK"	"KETCHIKAN, AK"	55.333	-131.633	284.925	28	4	40	1	36	28	8	1	0.05		2		"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"AK"	"SAND POINT, AK"	55.337	-160.502	1867.71	28	6	48	3	44	28	8	14	0.06		2		"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"AK"	"CHIGNIK, AK"	56.306	-158.377	1733.424	28	6	54	3	50	28	10	26	0.18		2		"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"SOLOMON ISLANDS"		"HONIARA, GUADALCANAL"	-9.429	159.955	9399.872						28	17	36	0.03		2														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"CANADA"	"BC"	"QUEEN CHARLOTTE, BRITISH COLUMBIA"	53.25	-132.08	51.434	28	4	49	1	45	28	6	51	0.06		2	9	"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"CANADA"	"BC"	"SUNDAY INLET"	52.64429	-131.88934	21.455									3.35	35	5														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"CANADA"	"BC"	"MIKE INLET"	52.53369	-131.74721	37.066									4.97	26	5														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"CANADA"	"BC"	"MIKE INLET"	52.53455	-131.74759	36.976									7.05	18	5														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"CANADA"	"BC"	"GOSKI BAY"	52.44053	-131.55157	53.666									4.02	48	5														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"CANADA"	"BC"	"LOUSCOONE INLET"	52.24327	-131.29353	81.725									3.87	10	5														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"CANADA"	"BC"	"SAUNDERS ISLAND"	53.0309	-132.4594	36.223									7.69	30	5														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"CANADA"	"BC"	"SAUNDERS ISLAND"	53.03101	-132.45948	36.235									7.56	30	5														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"CANADA"	"BC"	"DAVIDSON INLET"	52.75656	-132.12024	3.732									8.97	18	5														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"CANADA"	"BC"	"DAVIDSON INLET"	52.75688	-132.12025	3.699									12.98	35	5														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"OR"	"D46404 BPR, WEST OF ASTORIA, OR"	45.859	-128.778	807.362											3														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"OR"	"D46407 BPR, 210 NM W COOS BAY, OR"	42.664	-128.807	1152.116											3														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"AK"	"D46409 BPR, SE OF KODIAK, AK"	55.3	-148.5	1107.144											3														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"AK"	"D46402 BPR, S OF DUTCH HARBOR, AK"	51.068	-164.02	2185.794											3														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"AK"	"D46408 BPR, NORTHWEST PACIFIC OCEAN"	49.626	-169.871	2631.837											3														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"CANADA"	"BC"	"SUNDAY INLET"	52.6444	-131.88906	21.459									4.96	16	5														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"WA"	"D46419 BPR, W-NW OF SEATTLE, WA"	48.478	-129.359	517.112											3														
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"HI"	"MOKUOLOE-COCONUT IS, OAHU"	21.433	-157.79	4114.746	28	8	34	5	30	28	8	54	0.09		2	10	"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"HI"	"HALEIWA, OAHU, HI"	21.593	-158.1055	4113.2	28	8	30	5	26	28	8	57	0.43		2		"R"	1	1										
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"AK"	"SITKA, AK"	57.052	-135.342	518.032	28	4	26	1	22	28	5	58	0.1		2	28	"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"WA"	"NEAH BAY, WA"	48.367	-124.612	722.675	28	5	3	1	59	28	6	38	0.11		2		"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"OR"	"GARIBALDI, OR"	45.555	-123.912	1000.457	28	5	12	2	8	28	5	19	0.05		2		"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"OR"	"SOUTH BEACH, OR"	44.625	-124.043	1082.828	28	5	28	2	24	28	5	31	0.07		2		"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"OR"	"CHARLESTON, OR"	43.352	-124.192	1201.753	28	5	23	2	19	28	7	32	0.13		2		"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"CA"	"LA JOLLA, CA"	32.867	-117.257	2512.639	28	7	41	4	37	28	7	48	0.05		2		"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"NEW ZEALAND"		"OWENGA, CHATHAM ISLAND"	-44.0248	-176.369	11533.169	28	18	38	15	34	28	21	38	0.14		2	16	"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"USA"	"HI"	"HONUAPO, HAWAII, HI"	19.0845	-155.5509	4254.803	28	8	30	5	26	28	9	5	0.04		2	7													
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"SAMOA"		"APIA, UPOLU ISLAND"	-13.8268	-171.7613	8299.09	28	13	47	10	43	28	15	13	0.06		2	11	"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"FRENCH POLYNESIA"		"PAPEETE, TAHITI"	-17.5331	-149.5726	7970.703	28	13	29	10	24	28	14	0	0.04		2		"R"												
	2012	10	28	3	4	8.8	4	1	5467	7.7			"n"	"CANADA"	"BC"	"KITIMAT, BRITISH COLUMBIA"	54	-128.688	264.052	28	4	29	1	25	28	8	39	0.04		2	26	"F"												
